,HNSCC_P1,HNSCC_P2,HNSCC_P3,HNSCC_P4,HNSCC_P6,HNSCC_P7,HNSCC_P8,HNSCC_P9,HNSCC_P10,HNSCC_P11,HNSCC_P12,HNSCC_P13,HNSCC_P14,HNSCC_P15,HNSCC_P16,HNSCC_P17,HNSCC_P18,HNSCC_P19,HNSCC_P20,HNSCC_P21,HNSCC_P22,HNSCC_P23,HNSCC_P24,HNSCC_P25,HNSCC_P26
WHSC1L1,0.273379573473308,0.24284651875544,0.109102702291583,0.750880284055944,0.228885226424553,0.0,0.446597579990242,0.211667061526521,0.118105507213774,0.254956987181545,0.0981414288339497,0.176019765849329,0.14519719929744,0.174382563053565,0.0434788066468035,0.207113267978804,0.3400572578869,0.232511971135534,0.157566934855007,0.246276892853918,0.395363608783083,0.278756341683868,0.177288471941557,0.165920349532833,0.739069957110454
RP11.dash.350N15.5,0.0488504024478318,0.0185465188859831,0.0,0.0,0.0,0.0,0.0,0.0100472361053715,0.0080275803034765,0.0207032301032838,0.0232657703362906,0.0,0.0414018328603434,0.0,0.0371016393700997,0.0,0.166061891603141,0.0488899402026223,0.0072081288294475,0.0249240004635127,0.109188368452628,0.0,0.0374352365938466,0.0167667567483124,0.0
RP11.dash.110G21.1,0.0173715157072044,0.0087568277917153,0.0,0.0,0.0107877123541142,0.0,0.0,0.0273136736009137,0.0205878098365198,0.030873891207583,0.0074433786211085,0.117625051823029,0.0,0.0,0.0,0.0907732864593689,0.0,0.0481870322946402,0.0231191602768997,0.0132326686517565,0.0288296048992985,0.0439961982198945,0.0266179683444876,0.0410026858359714,0.0
RP11.dash.25K19.1,0.0514642933571012,0.0122145961718935,0.0272781652380861,0.288124829032378,0.0533868124866042,0.0,0.0,0.049403383638792,0.0260765084850005,0.0246309161513365,0.0064900136995292,0.0147586025091576,0.0,0.0,0.0,0.0,0.0230153238713772,0.0513798135711481,0.0206937096146592,0.0537497636025871,0.037159197561523,0.0257801693186864,0.0250338349638942,0.0296472719164816,0.0
AC022182.3,0.0057860339759615,0.0043417198415077,0.0,0.0,0.0064709047275397,0.0,0.0,0.0194695449739304,0.0045234442291714,0.0388101131880892,0.0059252276335195,0.0,0.0824803569124952,0.0,0.0,0.0,0.0181797319679811,0.0800470219556175,0.0079798489889877,0.0294984816417332,0.0213275316674332,0.0,0.0167442782268344,0.0109789542674717,0.0
TCEB1,0.376746092674792,0.305113087938716,0.292911418924747,0.896465895446031,0.295185036749038,0.369013803225498,0.653553013323376,0.429301456425033,0.315238608152033,0.411252488337713,0.19599408854393,0.232307729001957,0.441187720856434,0.240776458094743,0.149972739712084,0.169504768760315,0.250918174418846,0.353346234115191,0.274884281618649,0.41081002698625,0.392209124894897,0.352823237436565,0.287023071327802,0.34942383153519,1.33427593173514
C8orf59,0.435025901721539,0.36823895223705,0.428094060534081,1.1391290199702,0.507646710231806,0.305475252555887,0.437145076965182,0.197204150927805,0.264985009850078,0.275162270799665,0.127371609537616,0.371340256909075,0.245853330046345,0.150741053725816,0.0371016393700997,0.181527322852988,0.117398108375655,0.336425529288523,0.244420180906892,0.301885091174206,0.534674775546994,0.494236161178338,0.268061971454528,0.210658901457359,1.00122639207785
RP11.dash.37B2.1,0.00294907127916,0.003585291367675,0.0,0.0,0.0327838469957976,0.0,0.0,0.0083688959198524,0.0074488675093065,0.0,0.0113809728246565,0.0,0.0296536081345166,0.0,0.0434788066468035,0.0,0.0,0.0548200283959728,0.004954265466544,0.0280399539738324,0.0151367280029853,0.0112350328797498,0.0276294169303571,0.0092856424191358,0.0
TMEM55A,0.0459773844555374,0.0409986100493493,0.0,0.0,0.0409234009980347,0.0,0.0,0.0589724681861671,0.0466258400030078,0.0838518601431791,0.0369810954567501,0.0153632540508417,0.0482060103416311,0.034159438128694,0.142331704684728,0.0513160512580889,0.062375660127369,0.0740968411065134,0.0363696052197054,0.0606059517010315,0.0217549549991496,0.0440246729520919,0.0307173958879768,0.0944389880004347,0.0
KIAA1429,0.0480253218896426,0.0294638644959891,0.0,0.0537728055263919,0.0256812950666079,0.0,0.0,0.0391698409418292,0.031979338876991,0.032629136011143,0.0474750292430614,0.102218324984964,0.0745771922613458,0.0345134542255838,0.0,0.0907732864593689,0.0125674756642547,0.0089211899695838,0.0104114275885909,0.0235391644819178,0.0500863216237234,0.0517571296741682,0.018313275303955,0.0546496769775119,0.0
HRSP12,0.0514223859065383,0.0378793842798341,0.0,0.0,0.0319994358460193,0.0,0.144424795602197,0.0328904177659681,0.0193312091999141,0.0129859240628591,0.01991961296471,0.0168280999986535,0.0,0.0,0.0,0.0,0.0,0.0442034617477665,0.0368567147283018,0.0320082073635073,0.0436954634441841,0.0283886570625965,0.018313275303955,0.039060167403073,0.0
RP11.dash.410L14.2,0.0196069826431362,0.0176282672239216,0.0,0.183022348417236,0.0267045070028702,0.0,0.0,0.0,0.0257416230228075,0.0138894542876787,0.0111446586371631,0.0153632540508417,0.0,0.0,0.0,0.0285624523583763,0.0125674756642547,0.0169719572443862,0.0082886758456838,0.0312856470871176,0.0306623585487393,0.0136829611742011,0.0747988982303335,0.0164903653270255,0.0
KB.dash.1980E6.3,0.0548234664611319,0.0100479422752831,0.0,0.0,0.0465940969372194,0.0,0.331618446471228,0.0180117525820776,0.0247457696058133,0.041287191183881,0.0570924596861882,0.0444149429902824,0.0143101885936315,0.0,0.0434788066468035,0.0285624523583763,0.0784160146860345,0.0534599580983469,0.0392721595649422,0.0695773600297226,0.100292017772218,0.0809244664582922,0.0799900639439866,0.0158603607793989,0.258490243042749
RP11.dash.1084E5.1,0.0151796124173701,0.012389097623361,0.0,0.0,0.0157583778609677,0.0,0.0,0.0335343755398425,0.004143852719784,0.0339486247179509,0.0094974135575743,0.0,0.0373634046363809,0.0,0.0,0.0,0.0246369942538077,0.0070128758555184,0.0223747705100131,0.0314265365950379,0.0090818963221091,0.010706707540486,0.0294201678891888,0.0127477595562203,0.0
ZHX1.dash.C8orf76,0.0164574403797564,0.0085492624316623,0.0,0.0290456975225737,0.0232069602044133,0.156305237345374,0.0,0.0039290337009718,0.0071769978019034,0.0114891521955148,0.0138061015735508,0.0150297131137828,0.0,0.0,0.0,0.0,0.0164591506178387,0.0,0.0071677425942731,0.0391179031256183,0.007488970120471,0.0,0.0132234195714134,0.0139477842656111,0.0
KIAA0196,0.0385191417472446,0.0198770473730226,0.0,0.257410602881011,0.021946228332441,0.0,0.0,0.028853987169241,0.0088033578837082,0.0420055190069328,0.0120163684619864,0.0651429215260927,0.0143101885936315,0.0,0.0434788066468035,0.0,0.0319688808333035,0.0917243432904779,0.0190327950353237,0.0191094999021591,0.0062165394544632,0.0608899003145081,0.0162457060544153,0.005556567022455,0.0
RP11.dash.809O17.1,0.0392020833640006,0.0035941474583074,0.0524326488334793,0.0,0.0161067353564991,0.0,0.0,0.0263874317227654,0.0089388125113409,0.0277829929904404,0.0103987872271653,0.0,0.0675496561484357,0.0,0.0,0.0,0.0,0.0378832492563176,0.0015260710091132,0.0,0.0030874639119044,0.0202019085888993,0.0579823541967231,0.0059843781610906,0.0
